Prompt Number,Model Name,Gravity (Score),Gravity (Explanation),Support and Balance (Score),Support and Balance (Explanation),Containment (Score),Containment (Explanation),Occlusion & Perspective (Score),Occlusion & Perspective (Explanation),Deformation & Materials (Score),Deformation & Materials (Explanation),Causal Logic (Score),Causal Logic (Explanation),Spatial Relationship (Score),Spatial Relationship (Explanation),Object Count (Score),Object Count (Explanation),Object Identity (Score),Object Identity (Explanation),Size & Proportion (Score),Size & Proportion (Explanation),Consistency (Score),Consistency (Explanation),"Shadows, Lighting, Detail (Score)","Shadows, Lighting, Detail (Explanation)",Entity Interactions (Score),Entity Interactions (Explanation),Literal Interpretation (Score),Literal Interpretation (Explanation),Conceptual Understanding (Score),Conceptual Understanding (Explanation),Total,Maximum,Score (%)
71,SD3 Med,2,"The person is shown supporting themselves within the window frame, which is a plausible action.",2,"The person is shown physically supporting themselves by holding onto the window frame, which is a realistic and stable action.",N/A,Containment is not a relevant physical property for this image.,1,"The perspective is mostly realistic, but the angle and distortion of the person's back appear somewhat unnatural.",2,The person's clothing shows realistic wrinkles and tension from the interaction with the window.,N/A,Causal logic is not applicable as there is no cause-and-effect event depicted.,1,"The person's body seems unnaturally contorted as they reach through the window, creating a minor spatial inconsistency.",2,The image accurately depicts one person and a window.,2,The person and the window are both clearly and correctly identifiable.,2,The proportions of the person and the window are realistic.,1,"The scene is mostly consistent, but the person's pose and body shape are slightly disfigured.",1,"The lighting and shadows are present but appear somewhat flat and lack fine details, especially on the person's clothing.",2,"The person's hands are realistically interacting with the window frame, demonstrating the action of opening it.",2,The image literally shows a person opening a window.,2,The image implies the conceptual idea of letting in fresh air by the action of opening the window.,22,26,84.6153846153846
72,GPT-4o,2,The person is standing on the floor as expected under gravity.,2,The person is standing in a stable position and the mirror is realistically mounted on the wall.,N/A,Containment is not a relevant physical property for this image.,0,"The reflection in the mirror is physically impossible. The person is facing the mirror, yet the reflection is of their full face and shoulders as if the viewer were standing directly in front of them, which is not how mirrors work.",2,The person's clothing and the mirror's surface show realistic material properties and behavior.,N/A,Causal logic is not applicable as there is no cause-and-effect event depicted.,2,The person is correctly positioned in front of the mirror and sink.,2,The image accurately depicts one person and a mirror.,2,"The person, mirror, and bathroom are all clearly and correctly identifiable.",2,"The proportions of the person, mirror, and sink are realistic.",0,"The scene is inconsistent due to the flawed reflection. The perspective of the person's reflection does not match the perspective of the back of the person's head, creating a disjointed scene.",1,"While shadows are present, they are a little flat and do not fully reflect the scene's lighting.",2,The person's body and face are realistically interacting with the mirror and their own reflection.,2,The image literally shows a person looking into a bathroom mirror.,2,The image fully captures the conceptual idea of a person looking at their own reflection.,21,26,80.7692307692308
72,Gemini 2.5 Flash,2,The person is standing on the floor as expected under gravity.,2,The person is standing in a stable position and the mirror is realistically mounted on the wall.,N/A,Containment is not a relevant physical property for this image.,0,"The reflection in the mirror is physically impossible. The person is facing the mirror, yet the reflection is of their full face and shoulders as if the viewer were standing directly in front of them, which is not how mirrors work. This is an impossible view.",2,The person's clothing and the mirror's surface show realistic material properties and behavior.,N/A,Causal logic is not applicable as there is no cause-and-effect event depicted.,2,The person is correctly positioned in front of the mirror and sink.,2,The image accurately depicts one person and a mirror.,2,"The person, mirror, and bathroom are all clearly and correctly identifiable.",2,"The proportions of the person, mirror, and sink are realistic.",0,"The scene is disjointed due to the flawed reflection. The perspective of the person's reflection does not match the perspective of the back of the person's head, creating a disjointed scene.",1,"While shadows are present, they are a little flat and do not fully reflect the scene's lighting.",2,The person's body and face are realistically interacting with the mirror and their own reflection.,2,The image literally shows a person looking into a bathroom mirror.,2,The image fully captures the conceptual idea of a person looking at their own reflection.,21,26,80.7692307692308
72,SD3 Med,2,The person is standing on the floor as expected under gravity.,2,The person is standing in a stable position and the mirror is realistically mounted on the wall.,N/A,Containment is not a relevant physical property for this image.,1,"The reflection is flawed. The person's arm is visible from the side, but the reflection of their body is shown from the back, creating a perspective flaw.",2,The person's clothing and the mirror's surface show realistic material properties and behavior.,N/A,Causal logic is not applicable as there is no cause-and-effect event depicted.,2,The person is correctly positioned in front of the mirror and sink.,2,The image accurately depicts one person and a mirror.,2,"The person, mirror, and bathroom are all clearly and correctly identifiable.",2,"The proportions of the person, mirror, and sink are realistic.",1,The scene has minor inconsistencies due to the flawed reflection. The perspective of the reflection does not match the perspective of the person's back.,2,The lighting and shadows are consistent and realistic for the scene.,2,The person's body and hands are realistically interacting with the mirror.,2,The image literally shows a person looking into a bathroom mirror.,2,The image fully captures the conceptual idea of a person looking at their own reflection.,24,26,92.3076923076923
73,GPT-4o,2,The person is standing on the floor as expected under gravity.,2,The person is standing in a stable position and the door is supported by its hinges.,N/A,Containment is not a relevant physical property for this image.,2,"The perspective is realistic, showing the person, key, and lock clearly.",2,The person's clothing and the metal of the lock show realistic material properties.,2,"The image logically shows the person interacting with the lock using a key, which is a plausible cause-effect relationship.",2,The person's hand is correctly positioned to put the key into the lock.,2,"The image accurately depicts one person, one key, and one door lock.",2,"The person, key, and door lock are all clearly identifiable.",2,"The proportions of the person, key, and lock are realistic.",2,"The entire scene is stylistically and physically coherent, appearing as a realistic photo.",2,The lighting and shadows are consistent and realistic for the scene.,2,The person's fingers are realistically interacting with the key and lock.,2,The image literally shows a person putting a key into a door lock.,N/A,The conceptual idea is literal in the prompt and does not require a separate evaluation.,26,26,100
73,Gemini 2.5 Flash,2,The hand is holding the key and interacting with the lock as expected under gravity.,2,The key and hand are realistically supported as they interact with the lock.,N/A,Containment is not a relevant physical property for this image.,2,"The perspective is realistic, showing the hand, key, and lock clearly.",2,The person's hand and the metal of the lock show realistic material properties.,2,"The image logically shows a key being inserted into a lock, which is a plausible cause-effect relationship.",2,The key is correctly positioned to be inserted into the lock.,2,The image accurately depicts a hand and a key interacting with a door lock.,2,"The hand, key, and door lock are all clearly and correctly identifiable.",2,"The proportions of the hand, key, and lock are realistic.",2,"The entire scene is stylistically and physically coherent, appearing as a realistic photo.",2,The lighting and shadows are consistent and realistic for the scene.,2,The hand is realistically interacting with the key and lock.,2,The image literally shows a key being put into a door lock.,N/A,The conceptual idea is literal in the prompt and does not require a separate evaluation.,26,26,100
73,SD3 Med,2,The hands are realistically holding the keys and interacting with the lock as expected under gravity.,2,The keys and hands are realistically supported as they interact with the lock.,N/A,Containment is not a relevant physical property for this image.,2,"The perspective is realistic, showing the hands, keys, and lock clearly.",2,The hands and the metal of the lock show realistic material properties.,2,"The image logically shows a key being inserted into a lock, which is a plausible cause-effect relationship.",2,The keys are correctly positioned to be inserted into the lock.,1,"There is a hand holding two sets of keys, which is ambiguous in relation to the prompt.",2,"The hands, keys, and door lock are all clearly and correctly identifiable.",2,"The proportions of the hands, keys, and lock are realistic.",2,"The entire scene is stylistically and physically coherent, appearing as a realistic photo.",2,The lighting and shadows are consistent and realistic for the scene.,2,The hands are realistically interacting with the keys and lock.,2,The image literally shows a person putting a key into a door lock.,N/A,The conceptual idea is literal in the prompt and does not require a separate evaluation.,25,26,96.1538461538462
74,GPT-4o,2,The keys are realistically resting on the table as expected under gravity.,2,The keys are stable on the flat surface of the table.,N/A,Containment is not a relevant physical property for this image.,2,"The perspective is realistic, and the layering of the key ring and keys is accurately rendered.",2,The keys and the table show realistic material properties.,N/A,Causal logic is not applicable as there is no cause-and-effect relationship depicted.,2,The keys are placed logically on the table.,2,"The image accurately depicts a set of keys, which is the only object shown.",2,The keys and key ring are all clearly and correctly identifiable.,2,The proportions of the keys and key ring are realistic.,2,"The scene is stylistically and physically coherent, appearing as a realistic photo.",2,"The lighting and shadows are consistent and realistic for the scene, with good fine details on the textures.",2,The key ring realistically holds the keys.,2,"The image literally shows a set of keys on a table, matching the prompt's request for a picture of the keys.",N/A,There are no conceptual or implied elements to be evaluated in this prompt.,24,24,100
74,Gemini 2.5 Flash,2,The keys are realistically resting on the table as expected under gravity.,2,The keys are stable on the flat surface of the table.,N/A,Containment is not a relevant physical property for this image.,2,"The perspective is realistic, and the layering of the key ring and keys is accurately rendered.",2,The keys and the table show realistic material properties.,N/A,Causal logic is not applicable as there is no cause-and-effect relationship depicted.,2,The keys are placed logically on the table.,2,"The image accurately depicts a set of keys, which is the only object shown.",2,The keys and key ring are all clearly and correctly identifiable.,2,The proportions of the keys and key ring are realistic.,2,"The scene is stylistically and physically coherent, appearing as a realistic photo.",2,"The lighting and shadows are consistent and realistic for the scene, with good fine details on the textures.",2,The key ring realistically holds the keys.,2,"The image literally shows a set of keys on a table, matching the prompt's request for a picture of the keys.",N/A,There are no conceptual or implied elements to be evaluated in this prompt.,24,24,100
74,SD3 Med,2,The keys are resting on the table as expected under gravity.,2,The keys are stable on the flat surface of the table.,N/A,Containment is not a relevant physical property for this image.,2,"The perspective is realistic, and the layering of the key ring and keys is accurately rendered.",2,The keys and the table show realistic material properties.,N/A,Causal logic is not applicable as there is no cause-and-effect relationship depicted.,2,The keys are placed logically on the table.,2,"The image accurately depicts a set of keys, which is the only object shown.",2,The keys and key ring are all clearly and correctly identifiable.,2,The proportions of the keys and key ring are realistic.,2,"The scene is stylistically and physically coherent, appearing as a realistic photo.",2,"The lighting and shadows are consistent and realistic for the scene, with good fine details on the textures.",2,The key ring realistically holds the keys.,2,"The image literally shows a set of keys on a table, matching the prompt's request for a picture of the keys.",N/A,There are no conceptual or implied elements to be evaluated in this prompt.,24,24,100
75,GPT-4o,2,The keys are resting on the table as expected under gravity.,2,The keys are stable on the flat surface of the table.,N/A,Containment is not a relevant physical property for this image.,2,"The perspective is realistic, and the layering of the key ring and keys is accurately rendered.",2,The keys and the table show realistic material properties.,N/A,Causal logic is not applicable as there is no cause-and-effect relationship depicted.,2,The keys are placed logically on the table.,2,"The image accurately depicts a set of keys with a car key, matching the prompt's request.",2,The keys and key fob are all clearly and correctly identifiable.,2,The proportions of the keys and key fob are realistic.,2,"The scene is stylistically and physically coherent, appearing as a realistic photo.",2,"The lighting and shadows are consistent and realistic for the scene, with good fine details on the textures.",2,The key ring realistically holds the keys.,2,"The image literally shows a set of keys on a table, matching the prompt's request for a picture of the keys.",2,The image demonstrates an understanding that a car key is an additional item to the existing set of keys from the previous prompt.,26,26,100
75,Gemini 2.5 Flash,2,The keys are resting on the table as expected under gravity.,2,The keys are stable on the flat surface of the table.,N/A,Containment is not a relevant physical property for this image.,2,"The perspective is realistic, and the layering of the key ring and keys is accurately rendered.",2,The keys and the table show realistic material properties.,N/A,Causal logic is not applicable as there is no cause-and-effect relationship depicted.,2,The keys are placed logically on the table.,2,"The image accurately depicts a set of keys with a car key, matching the prompt's request.",2,The keys and key fob are all clearly and correctly identifiable.,2,The proportions of the keys and key fob are realistic.,2,"The scene is stylistically and physically coherent, appearing as a realistic photo.",2,"The lighting and shadows are consistent and realistic for the scene, with good fine details on the textures.",2,The key ring realistically holds the keys.,2,"The image literally shows a set of keys on a table, matching the prompt's request for a picture of the keys.",2,The image demonstrates an understanding that a car key is an additional item to the existing set of keys from the previous prompt.,26,26,100
75,SD3 Med,2,The keys are realistically resting on the table as expected under gravity.,2,The keys are stable on the flat surface of the table.,N/A,Containment is not a relevant physical property for this image.,2,"The perspective is realistic, and the layering of the key ring and keys is accurately rendered.",2,The keys and the table show realistic material properties.,N/A,Causal logic is not applicable as there is no cause-and-effect relationship depicted.,2,The keys are placed logically on the table.,2,"The image accurately depicts a set of keys, which is the only object shown.",2,The keys and key ring are all clearly and correctly identifiable.,2,The proportions of the keys and key ring are realistic.,2,"The scene is stylistically and physically coherent, appearing as a realistic photo.",2,"The lighting and shadows are consistent and realistic for the scene, with good fine details on the textures.",2,The key ring realistically holds the keys.,2,"The image literally shows a set of keys on a table, matching the prompt's request for a picture of the keys.",N/A,There are no conceptual or implied elements to be evaluated in this prompt.,24,24,100
76,GPT-4o,2,The banana is resting on the counter as expected under gravity.,2,"The banana is stable on the flat counter surface, with the peel supporting the fruit.",N/A,Containment is not a relevant physical property for this image.,2,"The perspective is realistic, and the layering of the peel and fruit is accurately rendered.",2,"The peeled banana shows realistic material behavior, with the peel curling back and the fruit having a soft texture.",N/A,Causal logic is not applicable as there is no cause-and-effect relationship depicted.,2,The banana is placed logically on the counter in a kitchen setting.,2,"The image accurately depicts one banana, which is the only object shown.",2,The banana is clearly and correctly identifiable.,2,The proportions of the banana are realistic.,2,"The scene is stylistically and physically coherent, appearing as a realistic photo.",2,"The lighting and shadows are consistent and realistic for the scene, with reflections visible on the counter.",N/A,"The interaction of a person peeling the banana is not shown in the image, so this criterion is not applicable.",2,"The image literally shows a banana, matching the prompt's request for a picture of the banana.",N/A,There are no conceptual or implied elements to be evaluated in this prompt.,22,22,100
76,Gemini 2.5 Flash,2,The banana is being held by hands as expected under gravity.,2,The hands are realistically supporting the banana.,N/A,Containment is not a relevant physical property for this image.,2,"The perspective is realistic, and the layering of the peel and fruit is accurately rendered.",2,"The peeled banana shows realistic material behavior, with the peel curling back and the fruit having a soft texture.",N/A,Causal logic is not applicable as there is no cause-and-effect relationship depicted.,2,The hands and banana are positioned logically.,2,"The image accurately depicts one banana, with the hands implied by the prompt, which is the only object shown.",2,The banana is clearly and correctly identifiable.,2,The proportions of the banana and hands are realistic.,2,"The scene is stylistically and physically coherent, appearing as a realistic photo.",2,"The lighting and shadows are consistent and realistic for the scene, with good fine details on the textures.",2,"The hands are realistically interacting with the banana, showing the act of peeling it.",2,The image literally shows a peeled banana.,N/A,There are no conceptual or implied elements to be evaluated in this prompt.,24,24,100
76,SD3 Med,2,"The banana is being held by a hand and resting on a plate, both of which are realistic under gravity.",2,"The hand is realistically supporting the banana, and the plate is stable on the counter.",N/A,Containment is not a relevant physical property for this image.,2,"The perspective is realistic, showing the banana, hand, and plate in proper relation to each other.",2,The banana shows realistic material properties and deformation as it is being held.,N/A,Causal logic is not applicable as there is no cause-and-effect relationship depicted.,2,The hand and banana are positioned logically above a plate on a kitchen counter.,2,"The image accurately depicts one banana, a plate, and a hand, matching the prompt's request for a picture of the banana.",2,"The banana, plate, and hand are all clearly and correctly identifiable.",2,"The proportions of the banana, plate, and hand are realistic.",2,"The scene is stylistically and physically coherent, appearing as a realistic photo.",2,The lighting and shadows are consistent and realistic for the scene.,2,The hand is realistically interacting with the banana and holding it.,2,The image literally shows a banana being held by a hand.,N/A,The conceptual idea is literal in the prompt and does not require a separate evaluation.,24,24,100
77,GPT-4o,2,The banana pieces are resting on the cutting board as expected under gravity.,2,The banana pieces are stable on the flat cutting board surface.,N/A,Containment is not a relevant physical property for this image.,2,"The perspective is realistic, and the layering of the knife, banana, and cutting board is accurately rendered.",2,"The banana shows realistic deformation from being cut, with the cut surfaces having a soft, fibrous appearance.",2,The image logically shows the result of cutting a banana into coins with a knife.,2,"The banana and knife are correctly placed on a cutting board, which is a logical spatial arrangement.",2,"The image accurately depicts a banana and a knife, with the banana cut into pieces, matching the prompt's request.",2,"The banana, knife, and cutting board are all clearly and correctly identifiable.",2,"The proportions of the banana, knife, and cutting board are realistic.",2,"The scene is stylistically and physically coherent, appearing as a realistic photo.",2,"The lighting and shadows are consistent and realistic for the scene, with reflections visible on the knife.",2,"The knife is shown in the act of cutting the banana, demonstrating a clear and physically plausible interaction.",2,"The image literally shows a banana being cut into ""coins"".",2,The image demonstrates an understanding that the banana is now cut into pieces as a result of the action in the prompt.,28,28,100
77,Gemini 2.5 Flash,2,The banana pieces are resting on the cutting board as expected under gravity.,2,The banana pieces are stable on the flat cutting board surface.,N/A,Containment is not a relevant physical property for this image.,2,"The perspective is realistic, and the layering of the knife, banana, and cutting board is accurately rendered.",2,"The banana shows realistic deformation from being cut, with the cut surfaces having a soft, fibrous appearance.",2,The image logically shows the result of cutting a banana into coins with a knife.,2,"The banana and knife are correctly placed on a cutting board, which is a logical spatial arrangement.",2,"The image accurately depicts a banana and a knife, with the banana cut into pieces, matching the prompt's request.",2,"The banana, knife, and cutting board are all clearly and correctly identifiable.",2,"The proportions of the banana, knife, and cutting board are realistic.",2,"The scene is stylistically and physically coherent, appearing as a realistic photo.",2,"The lighting and shadows are consistent and realistic for the scene, with reflections visible on the knife.",2,"The knife is shown in the act of cutting the banana, demonstrating a clear and physically plausible interaction.",2,"The image literally shows a banana being cut into ""coins"".",2,The image demonstrates an understanding that the banana is now cut into pieces as a result of the action in the prompt.,28,28,100
77,SD3 Med,2,The banana is resting on the surface as expected under gravity.,2,The banana is stable on the flat surface.,N/A,Containment is not a relevant physical property for this image.,2,"The perspective is realistic, and the layering of the banana and coins is accurately rendered.",2,The banana shows realistic material properties.,0,"The image depicts a banana and several coins, with no causal relationship between them. The prompt states the user is ""cutting the banana into coins,"" but the image shows a whole banana with unrelated coins.",2,"The banana and coins are placed logically on the surface, but their grouping is conceptually illogical based on the prompt.",2,The image accurately depicts a banana and several coins.,2,"The banana is clearly and correctly identifiable, as are the coins.",2,The proportions of the banana and coins are realistic.,0,The image is physically coherent but conceptually inconsistent with the prompt's action.,2,The lighting and shadows are consistent and realistic for the scene.,0,"There is no interaction between the banana and the coins. The prompt describes an interaction (""cutting""), but none is shown.",0,"The image does not show a banana being cut. It shows a whole banana and coins, which is not a literal match to the prompt's action.",0,"The image completely misunderstands the prompt's intent, interpreting ""coins"" as physical money rather than the shape of the cut banana slices.",18,28,64.2857142857143
78,GPT-4o,2,The vegetables are resting in the shopping cart as expected under gravity.,2,The shopping cart is realistically supported on the floor.,2,"The shopping cart contains the vegetables realistically, with none of the items falling out.",2,"The perspective is realistic, showing the shopping cart and the shelves behind it clearly.",2,"The vegetables show realistic material properties, such as the texture of the broccoli and the smoothness of the bell peppers.",N/A,Causal logic is not applicable as there is no cause-and-effect relationship depicted.,2,The shopping cart is placed logically within the aisle of a grocery store.,2,The image accurately depicts a shopping cart filled with multiple vegetables.,2,The shopping cart and the various vegetables are clearly and correctly identifiable.,2,The proportions of the vegetables and the shopping cart are realistic.,2,"The entire scene is stylistically and physically coherent, appearing as a realistic photo.",2,The lighting and shadows are consistent and realistic for a grocery store environment.,2,"The vegetables are placed inside the cart, demonstrating a clear and physically plausible interaction of containment.",2,The image literally shows a trolley filled with vegetables in a grocery store.,N/A,There are no conceptual or implied elements to be evaluated in this prompt.,26,26,100
78,Gemini 2.5 Flash,2,The vegetables are resting in the shopping cart as expected under gravity.,2,"The shopping cart is realistically supported on the floor, and the vegetables are stable within it.",2,"The shopping cart realistically contains the vegetables, with none of the items falling out.",2,"The perspective is realistic, showing the shopping cart and the shelves behind it clearly.",2,"The vegetables show realistic material properties, such as the texture of the broccoli and the smoothness of the bell peppers.",N/A,Causal logic is not applicable as there is no cause-and-effect relationship depicted.,2,The shopping cart is placed logically within the aisle of a grocery store.,2,The image accurately depicts a shopping cart filled with multiple vegetables.,2,The shopping cart and the various vegetables are clearly and correctly identifiable.,2,The proportions of the vegetables and the shopping cart are realistic.,2,"The entire scene is stylistically and physically coherent, appearing as a realistic photo.",2,The lighting and shadows are consistent and realistic for a grocery store environment.,2,"The vegetables are placed inside the cart, demonstrating a clear and physically plausible interaction of containment.",2,The image literally shows a trolley filled with vegetables in a grocery store.,N/A,There are no conceptual or implied elements to be evaluated in this prompt.,26,26,100
78,SD3 Med,2,The vegetables are resting in the shopping cart as expected under gravity.,2,"The shopping cart is realistically supported on the floor, and the vegetables are stable within it.",2,"The shopping cart realistically contains the vegetables, with none of the items falling out.",2,"The perspective is realistic, showing the shopping cart and the shelves behind it clearly.",2,"The vegetables show realistic material properties, such as the texture of the carrots and bell peppers.",N/A,Causal logic is not applicable as there is no cause-and-effect relationship depicted.,2,The shopping cart is placed logically within the aisle of a grocery store.,2,The image accurately depicts a shopping cart filled with multiple vegetables.,2,The shopping cart and the various vegetables are clearly and correctly identifiable.,2,The proportions of the vegetables and the shopping cart are realistic.,2,"The entire scene is stylistically and physically coherent, appearing as a realistic photo.",2,The lighting and shadows are consistent and realistic for a grocery store environment.,2,"The vegetables are placed inside the cart, demonstrating a clear and physically plausible interaction of containment.",2,The image literally shows a trolley filled with vegetables in a grocery store.,N/A,There are no conceptual or implied elements to be evaluated in this prompt.,26,26,100
79,GPT-4o,2,The grocery bag is being held up by a hand as expected under gravity.,2,The hand is realistically supporting the bag and its contents.,2,The grocery bag realistically contains the vegetables.,2,"The perspective is realistic, showing the bag and its contents clearly.",2,The bag shows realistic deformation from the weight of the vegetables.,N/A,Causal logic is not applicable as there is no cause-and-effect relationship depicted.,2,The bag is placed logically within the scene of a person in a grocery store aisle.,2,The image accurately depicts a grocery bag filled with vegetables being carried.,2,The grocery bag and the various vegetables are clearly and correctly identifiable.,2,The proportions of the vegetables and the grocery bag are realistic.,2,"The entire scene is stylistically and physically coherent, appearing as a realistic photo.",2,The lighting and shadows are consistent and realistic for a grocery store environment.,2,"The hand is realistically holding the grocery bag, demonstrating a clear and plausible interaction.",2,The image literally shows a grocery bag filled with vegetables being carried in a hand.,N/A,There are no conceptual or implied elements to be evaluated in this prompt.,26,26,100
79,Gemini 2.5 Flash,2,The grocery bag is being held up by a hand as expected under gravity.,2,The hand is realistically supporting the bag and its contents.,2,"The grocery bag realistically contains the vegetables, which are all inside the bag without spilling.",2,"The perspective is realistic, showing the bag and its contents clearly.",2,The bag shows realistic deformation from the weight of the vegetables.,N/A,Causal logic is not applicable as there is no cause-and-effect relationship depicted.,2,The bag is placed logically within the scene of a person in a grocery store aisle.,2,The image accurately depicts a grocery bag filled with vegetables being carried.,2,The grocery bag and the various vegetables are clearly and correctly identifiable.,2,The proportions of the vegetables and the grocery bag are realistic.,2,"The entire scene is stylistically and physically coherent, appearing as a realistic photo.",2,The lighting and shadows are consistent and realistic for a grocery store environment.,2,"The hand is realistically holding the grocery bag, demonstrating a clear and plausible interaction.",2,The image literally shows a grocery bag filled with vegetables being carried in a hand.,N/A,There are no conceptual or implied elements to be evaluated in this prompt.,26,26,100
79,SD3 Med,2,The grocery bag is being held up by a hand as expected under gravity.,2,The hand is realistically supporting the bag and its contents.,2,"The grocery bag realistically contains the vegetables, which are all inside the bag.",2,"The perspective is realistic, showing the bag and its contents clearly.",2,The bag shows realistic deformation from the weight of the vegetables.,N/A,Causal logic is not applicable as there is no cause-and-effect relationship depicted.,2,The bag is placed logically in a grocery store aisle.,2,The image accurately depicts a grocery bag filled with multiple vegetables.,2,The grocery bag and the various vegetables are clearly and correctly identifiable.,2,The proportions of the vegetables and the grocery bag are realistic.,2,"The entire scene is stylistically and physically coherent, appearing as a realistic photo.",2,The lighting and shadows are consistent and realistic for a grocery store environment.,2,"The hand is realistically holding the grocery bag, demonstrating a clear and plausible interaction.",2,The image literally shows a grocery bag filled with vegetables being carried.,N/A,There are no conceptual or implied elements to be evaluated in this prompt.,26,26,100
80,GPT-4o,2,The items in the fridge are resting on the shelves as expected under gravity.,2,The items are realistically supported on the refrigerator shelves.,2,The refrigerator is realistically containing the food items.,2,"The perspective is realistic, showing the inside of the fridge and the items on the shelves.",2,"The vegetables show realistic material properties, such as the texture of the bell peppers and carrots.",2,The image logically shows the result of placing groceries into a refrigerator.,2,The items are placed logically within the fridge compartments.,2,The image accurately depicts a refrigerator containing a variety of groceries.,2,The refrigerator and the various food items are clearly and correctly identifiable.,2,The proportions of the food items and the refrigerator shelves are realistic.,2,"The entire scene is stylistically and physically coherent, appearing as a realistic photo.",2,The lighting and shadows are consistent with the interior of a refrigerator.,2,"The items are placed on the shelves, demonstrating a clear and physically plausible interaction of placement.",2,The image literally shows a fridge filled with groceries.,2,The image demonstrates an understanding of the entire process from shopping to putting away groceries.,30,30,100
80,Gemini 2.5 Flash,2,The groceries are resting on the refrigerator shelves as expected under gravity.,2,The items are realistically supported on the refrigerator shelves.,2,The refrigerator is realistically containing the food items.,2,"The perspective is realistic, showing the inside of the fridge and the items on the shelves.",2,"The groceries show realistic material properties, such as the texture of the carrots and lettuce.",2,The image logically shows the result of placing groceries into a refrigerator.,2,The items are placed logically within the fridge compartments.,2,The image accurately depicts a refrigerator containing a variety of groceries.,2,The refrigerator and the various food items are clearly and correctly identifiable.,2,The proportions of the food items and the refrigerator shelves are realistic.,2,"The entire scene is stylistically and physically coherent, appearing as a realistic photo.",2,The lighting and shadows are consistent with the interior of a refrigerator.,2,"The person is realistically placing the groceries into the fridge, demonstrating a clear and plausible interaction.",2,The image literally shows a fridge being filled with groceries.,2,The image demonstrates an understanding of the entire process from shopping to putting away groceries.,30,30,100
80,SD3 Med,2,The items in the fridge are resting on the shelves as expected under gravity.,2,The items are realistically supported on the refrigerator shelves.,2,The refrigerator is realistically containing the food items.,2,"The perspective is realistic, showing the inside of the fridge and the items on the shelves.",2,"The items show realistic material properties, such as the packaging of the food items.",2,The image logically shows the result of placing groceries into a refrigerator.,2,The items are placed logically within the fridge compartments.,2,The image accurately depicts a refrigerator containing a variety of groceries.,1,"While the objects are clearly identifiable as food items, the text and specific product designs on the packaging are generic or slightly off.",2,The proportions of the food items and the refrigerator shelves are realistic.,2,"The entire scene is stylistically and physically coherent, appearing as a realistic photo.",2,The lighting and shadows are consistent and realistic for the interior of a refrigerator.,2,"The items are placed on the shelves, demonstrating a clear and physically plausible interaction of placement.",2,The image literally shows a fridge filled with groceries.,2,The image demonstrates an understanding of the entire process from shopping to putting away groceries.,29,30,96.6666666666667
81,GPT-4o,2,The ball is being held up by the hands as expected under gravity.,2,The hands are realistically supporting the ball.,N/A,Containment is not a relevant physical property for this image.,2,"The hands are partially occluding the ball, and the perspective is realistic.",2,The ball shows realistic material properties and shape.,N/A,Causal logic is not applicable as there is no cause-and-effect relationship depicted.,2,The ball is placed logically within the scene of a person on a field.,2,The image accurately depicts one soccer ball.,2,The soccer ball is clearly and correctly identifiable.,2,The proportions of the ball to the hands are realistic.,2,The entire scene is stylistically and physically coherent.,2,The lighting and shadows are consistent and realistic.,2,"The hands are holding the ball, demonstrating a clear and physically plausible interaction.",2,The image literally shows a person holding a soccer ball on a field.,N/A,There are no conceptual or implied elements to be evaluated in this prompt.,24,24,100
81,Gemini 2.5 Flash,2,The ball is being held up by the hands as expected under gravity.,2,The hands are realistically supporting the ball.,N/A,Containment is not a relevant physical property for this image.,2,"The hand is partially occluding the ball, and the perspective is realistic.",2,The ball shows realistic material properties and shape.,N/A,Causal logic is not applicable as there is no cause-and-effect relationship depicted.,2,The ball is placed logically within the scene of a person on a field.,2,The image accurately depicts one soccer ball.,2,The soccer ball is clearly and correctly identifiable.,2,The proportions of the ball to the hand are realistic.,2,The entire scene is stylistically and physically coherent.,2,The lighting and shadows are consistent and realistic.,2,"The hand is holding the ball, demonstrating a clear and physically plausible interaction.",2,The image literally shows a person holding a soccer ball on a field.,N/A,There are no conceptual or implied elements to be evaluated in this prompt.,24,24,100
81,SD3 Med,2,The ball is being held up by the hands as expected under gravity.,2,The hands are realistically supporting the ball.,N/A,Containment is not a relevant physical property for this image.,2,"The hands are partially occluding the ball, and the perspective is realistic.",2,The ball shows realistic material properties and shape.,N/A,Causal logic is not applicable as there is no cause-and-effect relationship depicted.,2,The ball is placed logically within the scene of a person on a field.,2,The image accurately depicts one soccer ball.,2,The soccer ball is clearly and correctly identifiable.,2,The proportions of the ball to the hands are realistic.,2,The entire scene is stylistically and physically coherent.,2,The lighting and shadows are consistent and realistic.,2,"The hands are holding the ball, demonstrating a clear and physically plausible interaction.",2,The image literally shows a person holding a soccer ball on a field.,N/A,There are no conceptual or implied elements to be evaluated in this prompt.,24,24,100
