Prompt Number,Model Name,Gravity (Score),Gravity (Explanation),Support and Balance (Score),Support and Balance (Explanation),Containment (Score),Containment (Explanation),Occlusion & Perspective (Score),Occlusion & Perspective (Explanation),Deformation & Materials (Score),Deformation & Materials (Explanation),Causal Logic (Score),Causal Logic (Explanation),Spatial Relationship (Score),Spatial Relationship (Explanation),Object Count (Score),Object Count (Explanation),Object Identity (Score),Object Identity (Explanation),Size & Proportion (Score),Size & Proportion (Explanation),Consistency (Score),Consistency (Explanation),"Shadows, Lighting, Detail (Score)","Shadows, Lighting, Detail (Explanation)",Entity Interactions (Score),Entity Interactions (Explanation),Literal Interpretation (Score),Literal Interpretation (Explanation),Conceptual Understanding (Score),Conceptual Understanding (Explanation),Total,Maximum,Score (%)
75,Gemini 2.5 Flash,1,Some of the keys look slightly off the table,1,Keys are stable but looks slightly like floating,1,Keys are partially contained within the keyring,1,The ring is not fully rendered as parts of it get hidden behind the keys,2,The keys and the table show realistic material properties.,N/A,,1,Some of the keys are not joined with the key ring,2,Set of keys + Car Key,2,"Keys, key ring and car key are clearly seen",2,Realistic,1,All of the keys are not connected to the keyring,2,Realistic,1,Keyring might hold the keys,2,Keys on table,0,"Understanding that a car key is an additional item to the existing set of keys from the previous prompt. There was already a car key in the previously generated image, so the number should have increased to two if it had a memory. Some keys are also missing from the previous one.",19,28,67.8571428571429
75,SD3 Med,2,Gravity is followed,1,Keys are stable but looks slightly like floating,1,Keys are partially contained within the keyring,1,The ring is not fully rendered as parts of it get hidden behind the keys,2,The keys and the table show realistic material properties.,N/A,,1,Some of the keys are not joined with the key ring,2,Set of keys + Car Key. Maybe multiple key rings or unusual key ring design,2,"Keys, key ring and car key are clearly seen. Maybe multiple key rings or unusual key ring design. Some keys are blended into each other",2,Realistic,0,The unrealistic keyring and differently shaped keys make this image look unrealistic,1,No shadows but realistic lighting,1,Keyring might hold the keys,2,Keys on table,N/A,,18,26,69.2307692307692
76,GPT-4o,2,Gravity is followed,1,Not balanced as there’s no support,N/A,,2,Realistic,2,The peel and banana looks realistic,2,"If the cause is peeling, then the effect is a peeled banana which is rightly depicted with a partially peeled banana",2,Banana logically positioned on the countertop,2,One banana,2,Banana and kitchen background clearly identifiable,2,Realistic,1,The banana standing upright without any support is unrealistic,2,Realistic,0,No interaction,2,Partially peeled banana,N/A,,22,26,84.6153846153846
76,Gemini 2.5 Flash,2,Gravity is followed,2,Hands holding the banana,N/A,,2,Realistic,2,"Tip (top) portion of the banana is deformed, which is not common if the action was just peeling",1,"If the cause is peeling, then the effect is a peeled banana which is rightly depicted with a partially peeled banana. However, the tip in right hand is unusual as the rest of the peels and down and the tips of the peels are black which points to the other end of the banana",1,Top of of the banana in the right hand not sure where it comes from as we can see ends of the four pieces of peels and the ends are in black color,2,One banana + hand,2,Banana and kitchen background clearly identifiable,2,Realistic,1,One tip of a banana held by itself over a partially peeled banana,2,Realistic,0,"The hands just contain either tips of the banana. The peels are already peeled according to the generated image, so the tip placement is only to indicate “peeling” which is incorrect.",1,Partially peeled banana in the hands so the tip at the top without being attached to any peels is just to indicate “peeling”,N/A,,20,26,76.9230769230769
76,SD3 Med,2,Gravity is followed,2,Banana on the plate,N/A,,1,Peel isn’t coming from the banana visible,2,"Peel being pulled out is of different color than the peel still attached to the banana, it is also longer than the banana which is impossible as the peels aren’t stretchy.",1,"If the cause is peeling, then the effect is a peeled banana which is depicted with minor inconsistencies",1,Banana holding and peeling is done with same hand which is unrealistic as some fingers are still on the banana while others are on peel but the hand still looks like it’s holding together,2,One banana + hand,2,Banana and kitchen background clearly identifiable,2,Realistic,1,Peel currently being peeled is longer and lighter than the banana,2,Realistic,1,Might show “peeling”,1,Might be showing peeling action,N/A,The conceptual idea is literal in the prompt and does not require a separate evaluation.,20,26,76.9230769230769
77,GPT-4o,2,Gravity is followed,2,Banana on the cutting board,N/A,,0,"Perspective shows knife and banana but also the kitchen wall behind, which makes this an impossible scene as no one can realistically cut this way",2,Cutting is realistic,2,Cutting of banana into coins with knife,1,Banana and knife are logically rightly aligned however the knife is not rightly aligned with the surroundings,2,Banana + Knife + Cutting board,2,"The banana, knife, and cutting board are realistic",2,Realistic,1,Knife is too clean and its arrangement is somewhat unrealistic,2,Realistic,2,Cutting of banana into coins is shown,2,Cutting of banana into coins is shown,2,Understanding that the banana is cut into “coins”,24,28,85.7142857142857
77,Gemini 2.5 Flash,2,Gravity is followed,2,Banana on the cutting board,N/A,,2,Perspective shows knife and banana on a cutting board,2,Cutting is realistic- also shows the knife with the banana fibre,2,Cutting of banana into coins with knife,2,Realistic and logical,2,Banana + Knife + Cutting board,2,"The banana, knife, and cutting board are realistic",2,Realistic,2,Realistic,2,Realistic,2,Cutting of banana into coins is shown,2,Cutting of banana into coins is shown,2,Understanding that the banana is cut into “coins”,28,28,100
77,SD3 Med,2,Gravity is followed,2,Banana on the flat surface,N/A,,2,Perspective is realistic as the banana is lying flat with some coins around,0,Coins are metallic with various logos on it. It’s not a banana coin.,0,Coins are metallic with various logos on it. It’s not a banana cut into a coin.,2,Banana is kept in the center while the metallic coins are randomly grouped and placed around,1,Banana + Metallic coins,1,Banana realistic. Coins are metallic with various logos.,2,Realistic,0,Not what is expected of coins from banana. The logos also look different on each coin.,2,Realistic,0,No interaction or actions,0,"Whole banana, no cutting involved",0,Understanding that the banana is cut into “coins” and “coins” doesn’t mean metallic physical coins,14,28,50
78,GPT-4o,2,Gravity is followed,2,Balanced and rested,2,All vegetables are realistically contained within the shopping cart,2,Realistic perspective with the shelves symbolizing the grocery store in the background,2,Realistic vegetables in the shopping cart,N/A,,2,Realistically positioned,2,Various vegetables inside the shopping cart,1,Yellow cucumber is the only unrealistic vegetable in the shopping cart,2,Realistic,2,Consistent,2,Realistic,2,Realistically contained within the shopping cart,2,A trolley in the grocery store containing vegetables,N/A,,25,26,96.1538461538462
78,Gemini 2.5 Flash,2,Gravity is followed,2,Balanced and rested,1,All vegetables are realistically contained within the shopping cart but can overflow anytime,2,Realistic perspective with the shelves symbolizing the grocery store in the background,2,Realistic vegetables in the shopping cart,N/A,,2,Realistically positioned,2,Various vegetables inside the shopping cart,2,All the vegetables look realistic and easily identifiable,2,Realistic,2,Consistent,2,Realistic,1,All vegetables are realistically contained within the shopping cart but can overflow anytime,2,A trolley in the grocery store containing vegetables,N/A,,24,26,92.3076923076923
78,SD3 Med,2,Gravity is followed,2,Balanced and rested,1,All vegetables are realistically contained within the shopping cart but can overflow anytime,2,Realistic perspective with the shelves symbolizing the grocery store in the background,2,Realistic vegetables in the shopping cart,N/A,,2,Realistically positioned,2,Various vegetables inside the shopping cart,1,Most of the vegetables look realistic and easily identifiable,1,The leafy vegetable on top is unrealistically sized,2,Consistent design but the trolley is inconsistent with multiple wheels and different heights and arrangement in the container area,0,Unrealistic shadows,2,All vegetables are realistically contained within the shopping cart but can overflow anytime,2,A trolley in the grocery store containing vegetables,N/A,,21,26,80.7692307692308
79,GPT-4o,2,Gravity is followed,2,The grocery bag is balanced and held in the hand,1,All vegetables are realistically contained within the bag but can overflow anytime (broccoli),2,Realistic,2,Bag shows depth and it’s change due to it’s contents,N/A,,2,Realistically positioned,2,Various vegetables inside the grocery bag held in the hand,2,All the vegetables look realistic and easily identifiable,2,Realistic,2,Consistent,2,Realistic,2,Hand is tightly gripped to the grocery bag,2,A grocery bag filled with vegetables held,2,Understanding that vegetables from the previous prompt shall be present inside the grocery bag,27,28,96.4285714285714
79,Gemini 2.5 Flash,2,Gravity is followed,2,The grocery bag is balanced and held well in the hand,1,All vegetables are realistically contained within the bag but can overflow anytime (cherry tomatoes),2,Realistic,2,Bag shows depth and it’s change due to it’s contents,N/A,,2,Realistically positioned,2,Various vegetables inside the grocery bag held in the hand,2,All the vegetables look realistic and easily identifiable,2,Realistic,2,Consistent,2,Realistic,1,Hand is gripped to the grocery bag but it’s light which is unrealistic for such a heavy bag,2,A grocery bag filled with vegetables held,1,Understanding that vegetables from the previous prompt shall be present inside the grocery bag,25,28,89.2857142857143
79,SD3 Med,2,Gravity is followed,2,The grocery bag is balanced and held well in the hand,1,All vegetables are realistically contained within the bag but can overflow anytime,2,Realistic,2,Bag shows depth but not it’s change due to it’s contents,N/A,,2,Realistically positioned,2,Various vegetables inside the grocery bag held in the hand,2,All the vegetables look realistic and easily identifiable,2,Realistic,1,Consistent but the grocery bag doesn’t seem to be filled with vegetables whereas at the top it seems to be ready to overflow,2,Realistic,2,Hand is tightly gripped to the grocery bag,2,A grocery bag filled with vegetables held,N/A,,24,26,92.3076923076923
80,GPT-4o,2,Gravity is followed,2,Items are placed in shelves,2,All items are realistically contained,2,Realistic,2,Vegetables and other food items look realistic,2,"After placing groceries into the refrigerator it should have some groceries, shouldn’t be empty ",2,All in shelves,2,"Different variety of groceries - vegetables, mango juice etc.",2,Can be identified most of the contents,2,Realistic,2,Realistic,1,Realistic except that there’s no lighting inside an open functioning refrigerator,2,Realistic interaction,2,Fridge filled with groceries,1,The image demonstrates an understanding of the entire process from shopping to putting away groceries. Understanding that vegetables from the previous prompt shall be present inside the grocery bag and also should be seen in the refrigerator shelves,28,30,93.3333333333333
80,Gemini 2.5 Flash,2,Gravity is followed,1,"Items are placed in shelves, the grocery bag’s support is not shown",2,All items are realistically contained,2,Realistic,2,Vegetables and other food items look realistic,2,"After placing groceries into the refrigerator it should have some groceries, shouldn’t be empty ",2,All in shelves,2,"Different variety of groceries - vegetables, milk, juices etc.",2,Can be identified most of the contents,2,Realistic,1,Realistic except the grocery bag placement is slightly off as there’s no space in the image to keep,2,Realistic,2,Realistic interaction,2,Fridge filled with groceries,2,The image demonstrates an understanding of the entire process from shopping to putting away groceries. Understanding that vegetables from the previous prompt shall be present inside the grocery bag and also should be seen in the refrigerator shelves,28,30,93.3333333333333
80,SD3 Med,2,Gravity is followed,2,Items are placed in shelves,2,All items are realistically contained,2,Realistic,2,No vegetables but others look like contained in plastic or paper containers,2,The refrigerator is filled with different groceries,1,"All food items in shelves, however, the two doors is realistically not possible for this refrigerator that looks like a one-door",1,"Different variety of groceries but no vegetables, some juices",1,Cannot identify the exact contents except that it is some food items,1,The refrigerator looks like one-door but shows two doors,0,"The entire image is not realistic, the design is artistic - shelving, refrigerator doors, contents etc.",0,Unrealistic,0,No interaction,2,Fridge filled with groceries,N/A,,18,28,64.2857142857143
81,GPT-4o,2,Gravity is followed,2,Ball is held in hands,N/A,,2,Realistic,2,Ball is realistic,N/A,,2,Ball is in between two hands of a football player,2,Soccer ball + hands,2,Realistic soccer ball,2,Realistic,2,Realistic,2,Realistic,2,Realistic interaction,2,Person holding a soccer ball.,N/A,,24,24,100
81,Gemini 2.5 Flash,1,Gravity is followed if there is support,0,One hand is in contact with the ball but doesn’t show balance and support,N/A,,1,The goal posts in the background questions the whole perspective that the person might be standing in middle of a playground.,2,Ball is realistic,N/A,,1,Ball is in contact with one hands but one more planets can rise for them,1,Soccer ball + hand,1,Realistic soccer ball,2,Realistic,2,Realistic mostly,2,Realistic,2,Realistic interaction,2,Person holding a soccer ball.,N/A,,17,24,70.8333333333333
81,SD3 Med,2,Gravity is followed,2,Ball is held in hands,N/A,,0,Makes the perspective look unrealistic as the ball and hands look much bigger than the body,2,Ball is realistic,N/A,,2,Ball is in between two hands of a football player,1,Soccer ball + hand,1,Realistic soccer ball,2,The body in proportion to their hands is much smaller,2,Realistic mostly,2,Unrealistically familiar,2,No interaction,2,Person holding a soccer ball.,N/A,,20,24,83.3333333333333
82,GPT-4o,1,Some of the items aren’t touching the surface,2,Items are placed in shelves,2,All items are realistically contained,2,Realistic,2,"Vegetables, milk, eggs and mango juice look realistic",2,Shows taking mango juice out of the refrigerator,2,"All in shelves, two people are stand apart from each other",2,"Different variety of groceries - vegetables, milk, juices etc. along with a bottle of mango juice",2,Can be identified most of the contents. Mango juice is clearly labelled.,2,Realistic,1,"Realistic mostly, vegetable tray is missing",1,Realistic except that there’s no lighting inside an open functioning refrigerator,2,Open refrigerator and holding the mango juice in a hand,2,Person holding the mango juice with the background of a fully stocked refrigerator,1,"Showing the refrigerator in the background shows the contents of the refrigerator minus the mango juice. However, understanding that vegetables from the previous prompt shall be present",26,30,86.6666666666667
82,Gemini 2.5 Flash,2,Gravity is followed,2,Items are placed in shelves,2,All items are realistically contained,2,Realistic,2,"Vegetables, fruits, milk, sauces and mango juice look realistic",2,Shows taking mango juice out of the refrigerator,2,All in shelves,2,"Different variety of groceries - vegetables, milk, juices etc. along with mango juice",2,Can be identified most of the contents. Mango juice is clearly labelled.,2,Realistic,2,Realistic,2,Realistic,2,"The hand is realistically holding the juice bottle, demonstrating a clear and physically plausible interaction.",2,Person holding the mango juice with the background of a fully stocked refrigerator,1,"Showing the refrigerator in the background shows the contents of the refrigerator minus the mango juice. However, understanding that vegetables/design from the previous prompt shall be present",29,30,96.6666666666667
82,SD3 Med,2,Gravity is followed,2,Items are placed in shelves,2,All items are realistically contained,2,Realistic,1,"The items doesn’t look realistic to be contained inside a fridge, but rather more like cupboard food.",0,"No mango juice, the shelves in perspective are empty, no taking out if the shelves are empty",2,All in shelves,0,"No mango juice, empty refrigerator shelves in view",0,Nothing clearly showing presence of mango juice,1,Door doesn’t look proportionate to the refrigerator,0,"Area above the refrigerator door doesn’t look like that of a refrigerator so this not the freezer section. In that case, an empty refrigerator is unrealistic if it knew that the person is taking out “mango juice”",1,"Unrealistic, also no light inside the refrigerator as it’s open and functioning",0,There is no interaction shown between entities; the fridge is simply a static scene.,0,No mango juice or a working refrigerator or contents in the refrigerator,N/A,,13,28,46.4285714285714
83,GPT-4o,2,Gravity is followed,2,"Glass in on a flat surface, bottle is held in the hands",2,All items are realistically contained,2,Realistic,1,"Realistic. Bottle looks like made of glass but it’s slightly deformed at the top, caving inwards slightly.",2,Shows pouring from bottle to glass,2,"Glass in on a flat surface, bottle is held in the hands",2,One glass and one bottle.,2,"Glass and bottle of mango juice (color, thickness) but label is illegible",2,Realistic,2,Consistent,2,Realistic including the reflection on the glass bottle,2,Pouring of the mango juice from the bottle is very realistic as the bottle is rightly angled for the action to happen,2,Mango juice being poured from bottle to glass,2,Pouring and liquid specific properties is understanding from previous prompt that the liquid is mango juice.,29,30,96.6666666666667
83,Gemini 2.5 Flash,2,Gravity is followed,2,"Glass in on a flat surface, bottle is held in the hands",2,All items are realistically contained,2,Realistic,1,"Realistic mostly, but the thickness in liquid in the bottle and glass isn’t matching the thickness of the liquid being poured. Bottle looks like made of glass.",2,Shows pouring from bottle to glass,2,"Glass in on a flat surface, bottle is held in the hands",2,One glass and one bottle.,2,"Glass and bottle of mango juice (color, thickness)",2,Realistic,1,Thickness of the liquid changes from the bottle to the glass,2,Realistic including the reflection on the glass bottle,2,Pouring of the mango juice from the bottle is very realistic as the bottle is rightly angled for the action to happen. There are splashes on the glass as well,2,Mango juice being poured from bottle to glass,2,Pouring and liquid specific properties is understanding from previous prompt that the liquid is mango juice.,28,30,93.3333333333333
83,SD3 Med,2,Gravity is followed,1,"Glass in on a flat surface, bottle is held in the hands, hands doesn’t look like it’s holding it rather just touching it",2,All items are realistically contained,2,Realistic,0,"Liquid looks realistic however the liquid being poured out and the liquid in the glass looks different (texture, color, density, thickness). The bottle is deformed with 2 holes, unrealistic design",2,Shows pouring from bottle to glass,2,"Glass in on a flat surface, bottle is held in the hands",2,One glass and one bottle.,1,"Liquid is not mango juice, glass and bottle realistic",2,Realistic,1,The bottle design isn’t consistent,1,Lighting looks realistic but the shadows and reflection on glass bottle is unrealistic,0,"The liquid being poured from the glass and liquid in the glass seems to of different thickness, that the liquid in glass looks like candle with water being poured on top. Bottle seems to be empty, but the liquid’s force coming and speed is unrealistic",0,Doesn't show mango juice but some other liquid being poured from a bottle to glass,0,Not understood differing properties of different types of liquids,18,30,60
84,GPT-4o,1,"Glass on countertop, straw is standing upright",1,The straw is not supported,2,All items are realistically contained,2,Realistic,2,Realistic,N/A,,2,Logical placement,2,One glass + one straw + juice,2,Glass and steel straw are realistic. Juice is realistic.,2,Realistic,1,The straw is not resting or making any visible contact with the glass,2,Realistic,1,"Straw not resting on the glass, juice isn’t that thick to hold the straw upright ",2,Steel straw inside a glass of mango juice,2,"Straw placement and understanding from the previous prompt that the glass contains mango juice. Maintained also- the countertop surface, the glass’s design, the amount",24,28,85.7142857142857
84,Gemini 2.5 Flash,2,"Glass on countertop, straw is resting in the hands",2,Supported,2,All items are realistically contained,2,Realistic,2,Realistic,N/A,,2,Logical placement,2,One glass + one straw + juice,2,Glass and steel straw are realistic. Juice is too watery.,2,Realistic,2,Realistic,2,Realistic,2,Hand is holding the straw,2,Steel straw being place inside a glass of mango juice,1,"Straw placement and understanding from the previous prompt that the glass contains mango juice. Amount has increased which is realistic after the pouring, however, glass shape and height changed, countertop changed",27,28,96.4285714285714
84,SD3 Med,2,"Glass on countertop, straw is resting in the hands",2,Supported,2,All items are realistically contained,2,Realistic,1,"Realistic, the hands are unrealistic",N/A,,2,Logical placement,2,One glass + one straw + juice,2,Glass and steel straw are realistic. Juice is realistic.,2,Realistic,1,"Realistic, except for the fingers",1,Shadow isn’t fully there,2,Hand is holding the straw,2,Steel straw being place inside a glass of mango juice,2,Understood straw placement,25,28,89.2857142857143
85,GPT-4o,1,"Glass in sink, straw is slanted and no support",1,The straw is not supported,2,All items are realistically contained,2,Realistic,2,Realistic,2,Realistic with some residue left in the glass,2,Logical placement,2,One glass + one straw + sink,2,"The glass, straw, and sink basin are clearly and correctly identifiable.",2,Realistic,1,The straw is not resting or making any visible contact with the glass,2,Realistic,1,"Straw not resting on the glass, juice isn’t that thick to hold the straw upright ",2,Glass with a straw in a sink basin,2,"Understanding that placing the used glass and straw in the sink for washing means only residue is left mostly in the glass. Also, from previous prompt that the juice is mango and straw design is maintained",26,30,86.6666666666667
85,Gemini 2.5 Flash,2,"Glass in sink, straw is resting on glass",2,Supported,2,All items are realistically contained,2,Realistic,2,Realistic,2,Realistic with some residue left in the glass,2,Logical placement,2,One glass + one straw + sink,2,"The glass, straw, and sink basin are clearly and correctly identifiable.",2,Realistic,2,Realistic,2,Realistic,2,Realistic interaction,2,Glass with a straw in a sink basin,1,"Understanding that placing the used glass and straw in the sink for washing means only residue is left mostly in the glass. Also, from previous prompt that the juice is mango and straw design is maintained but also missing these details - glass shape and height, color, lustre of the straw changed
",29,30,96.6666666666667
85,SD3 Med,2,"Glass in sink, straw is resting on glass",2,Supported,2,All items are realistically contained,2,Realistic,2,The glass is shattered with parts inside it’s content. The content doesn’t look like a liquid.,1,"Shows the glass and straw after some usage as the glass is not fulled to brim, but the decoration on the glass is unrealistic",2,Logical placement,2,One glass + one straw + sink,1,The glass looks like a bowl rather than a tumbler,1,Glass looks disproportionate,1,Shattered glass is unrealistic,2,Realistic,2,Realistic interaction,1,"Glass with a straw in a sink basin, glass contains some content that also broke",0,Understanding that placing the used glass and straw in the sink for washing means only residue is left mostly in the glass.,23,30,76.6666666666667
86,GPT-4o,2,Gravity is followed,2,"Apple in hand, fruits resting in a basket on the countertop",2,The fruit bowl contains the fruits,2,Apple in hand as the main focus,2,"Realistic looking fruits, bowl, and hand",2,Apple is picked rightly,2,Logical placement,2,"Apple, other fruits, hand",2,Realistic,2,Realistic,1,there’s two stems but at the bottom it looks like one single banana,2,Realistic,2,Realistic interaction,2,Apple being picked up,N/A,,27,28,96.4285714285714
86,Gemini 2.5 Flash,2,Gravity is followed,2,"Apple in hand, fruits resting in a basket on the countertop",2,The fruit bowl contains the fruits,2,Apple in hand as the main focus,2,"Realistic looking fruits, bowl, and hand",2,Apple is picked rightly,2,Logical placement,2,"Apple, other fruits, hand",2,Realistic,2,Realistic,2,Realistic,2,Realistic,2,Realistic interaction,2,Apple being picked up,N/A,,28,28,100
86,SD3 Med,2,Gravity is followed,2,"Apples in a basket on the countertop, hand ready to pick, cat standing",2,The fruit bowl contains the fruits,2,Realistic,1,"Apples is realistic, hands look deformed, cat is not realistic with only one front leg and deformed eyes and mouth",0,No apple is picked,2,Logical placement,2,"Apples, hand, and few other objects",1,Cat and hand is not well defined,1,The hand looks larger,0,Incomplete rendering of cat and hand. Can’t make out the content of the white bowl,2,Realistic,0,No interaction,0,"Apple is in basket and hand is just in air, not “picked” up",N/A,,17,28,60.7142857142857
87,GPT-4o,2,Gravity is followed,2,"Cutting board, basket, fruits all supported",2,The bowl and cutting board contains cut fruits.,2,Fruits are the main focus,2,Textures are realistic,2,Cut fruits from a fruit bowl on the cutting board as well as in the bowl,2,Logical placement,2,Cutting board + bowl + cut fruits,2,Realistic and identifiable,2,Realistic,2,Realistic,2,Realistic,N/A,,2,"Cut fruits, no whole fruits, neatly sliced, some neatly placed on the cutting board ",1,"Understanding from the previous prompt, the fruits that were generated (type, countertop, bowl - matches but not quantity)",27,28,96.4285714285714
87,Gemini 2.5 Flash,2,Gravity is followed,2,"Cutting board, basket, fruits all supported",2,The cutting board contains cut fruits.,2,Fruits are the main focus,2,Textures are realistic,2,Cut fruits from a fruit bowl on the cutting board as well as in the bowl,2,Logical placement,2,Cutting board + bowl + cut fruits,2,Realistic and identifiable,2,Realistic,2,Realistic,2,Realistic,N/A,,2,"Cut fruits, no whole fruits, neatly sliced, all neatly placed on the cutting board, the bowl is empty indicating all fruits have been cut",1,"Understanding from the previous prompt, the fruits that were generated (type matches but not quantity, bowl, countertop)",27,28,96.4285714285714
87,SD3 Med,2,Gravity is followed,2,"Cutting board, basket, fruits all supported",2,The cutting board contains cut fruits and whole fruits in the basket,0,Fruits hidden in the basket is not fully formed and the perspective doesn’t look realistic,1,Texture and color of the cut fruit is unrealistic- cannot identify the fruit cut,1,"Some cut pieces on board, but not all fruits clearly as there are some fruits still in the basket",2,Logical placement,1,Cutting board + basket + cut pieces + whole fruits + knife (expected more cut pieces and no whole fruits),2,Mostly realistic and identifiable fruits in the fruit basket but the cut fruit is not identifiable. The knife also doesn’t look realistic.,1,"Cutting board, basket are proportionate but not the knife",1,Knife and the cut pieces are inconsistent. There are also hidden fruits in the basket that isn’t taking up space.,1,Shadows are incorrect,N/A,,1,"There are whole fruits in the fruit basket, expected was “all fruits”",0,Understanding of cut fruits,17,28,60.7142857142857
88,GPT-4o,2,Gravity is followed,2,Sitting one the windowsill,2,Plant and soil contained in the pot,2,Realistic,2,Realistic but all leaves look exactly same,N/A,,2,Logical placement,2,"One potted plant, window, window sill",2,Realistic and identifiable,2,Realistic,2,Realistic,2,Realistic,N/A,,2,Potted plant on window sill,N/A,,24,24,100
88,Gemini 2.5 Flash,2,Gravity is followed,2,Sitting one the windowsill,2,Plant and soil contained in the pot,2,Realistic,2,Realistic,N/A,,2,Logical placement,2,"One potted plant, window, window sill",2,Realistic and identifiable,2,Realistic,2,Realistic but the reflection seems to be too clear,1,Not realistic shadows,N/A,,2,Potted plant on window sill,N/A,,23,24,95.8333333333333
88,SD3 Med,2,Gravity is followed,2,Sitting one the windowsill,2,Plant and soil contained in the pot,2,Realistic,2,Realistic,N/A,,2,Logical placement,2,"Multiple potted plants, window, window sill",2,Realistic and identifiable,2,Realistic,2,Realistic,2,Not realistic shadows,N/A,,2,Potted plant on window sill,N/A,,24,24,100
89,GPT-4o,2,Gravity is followed,2,The pot is fallen on the windowsill and cat is standing on it’s legs without any need for additional support,2,Soil is spilled out but its realistic and on the windowsill ,2,Realistic,2,"Realistic plant, pot, mud, cat, window, windowsill",2,Realistic fall from upright position,2,Logical placement,2,"One potted plant, window, window sill, cat (it’s tail and legs)",2,Realistic and identifiable,2,Realistic,2,Realistic,2,Realistic,2,"The close proximity of the cat leads to the reason for the fallen pot, an implied result",2,As expected from the interaction,1,Plant and pot is different from those given in the previous prompt,29,30,96.6666666666667
89,Gemini 2.5 Flash,1,Gravity is followed in case of the cat and the pot but the broken pieces seems to be floating,1,Cat and pot standing upright on the floor but the pot pieces are floating and so unsupported,1,The pot is broken however the soil and plant wouldn’t have been contained in the pot even before the action “fall”. Pieces doesn’t contain to form the pot.,2,Realistic,2,"Realistic plants, pot, pieces, soil, cat, floor, window glass",1,The effect of broken pot and spilling contents is realistic but the upright pot isn’t if there was a fall from somewhere of height. ,1,Upright pot after a fall from a height to create a huge impact is not logical,2,"One pot, plants, window, floor, cat",1,The fallen plant’s roots look unrealistic. Cannot identify if the pot and cat is on the floor or windowsill due to the presence of window nearby.,1,"Size of window, pot pieces is slightly unrealistic",1,Upright pot is unrealistic,2,Realistic,2,"The close proximity and posture of the cat leads to the reason for the fallen pot, an implied result",1,As expected from the interaction however the pot’s upright position takes away the idea that it fell,0,"Size, pot and plant has changed",19,30,63.3333333333333
89,SD3 Med,0,Pot and cat is floating above the ground,0,No support for the plant or the cat ,1,"Pot is intact with the soil and plant, however, the windowsill is not wide enough for the pot to have well kept.",2,Realistic,2,"Realistic window glass, plant, pot, cat",0,"Plant hasn’t fallen down, no interaction seems to have happened with the plant and the cat",0,The windowsill isn’t enough to fit the pot and the current position of the pot and cat is illogical,2,"One potted plant, window, window sill, cat",2,Realistic and identifiable,2,Realistic,0,Unrealistic,2,Realistic,0,Both cat and plant are floating so no interaction,0,No fallen plant,N/A,,13,28,46.4285714285714
90,GPT-4o,2,Gravity is followed,2,Realistic,2,Realistic,2,Realistic,2,Realistic,2,Breakfast table- a bowl of cereal and milk with spoon and placemat,2,Logical placement,2,1 bowl of cereal with milk + 1 glass of milk + spoon + placemat,2,Realistic and identifiable,2,Realistic,2,Realistic,2,Realistic,N/A,,2,Bowl of cereal and milk on a breakfast table,2,Bowl of cereal and milk is not two separate entities rather it’s in the same bowl as a single entity,28,28,100
90,Gemini 2.5 Flash,2,Gravity is followed,2,Realistic,2,Realistic,2,Realistic,2,Realistic,2,Breakfast table- a bowl of cereal and milk,2,Logical placement,2,1 bowl of cereal with milk,2,Realistic and identifiable,2,Realistic,1,The swirl in the middle is unrealistic,2,Realistic,N/A,,2,Bowl of cereal and milk on a breakfast table,2,Bowl of cereal and milk is not two separate entities rather it’s in the same bowl as a single entity,27,28,96.4285714285714
90,SD3 Med,2,Gravity is followed,2,Realistic,1,Milk in the jar is not realistically contained,2,Realistic,2,Realistic,0,Milk is in a different jar and not in the bowl with the cereals,2,Logical placement,2,1 bowl of cereal + 1 jar of milk,2,Realistic and identifiable,2,Realistic,1,Milk is unrealistic,1,Looks slightly unrealistic with the reflections,N/A,,1,"Both are separate, not in same bowl",1,Bowl of cereal and milk is not two separate entities rather it’s in the same bowl as a single entity,21,28,75
91,GPT-4o,2,Gravity is followed,2,Realistic,2,Realistic,2,Realistic,2,Realistic,2,Spoonful of sugar is sprinkled with some going to the milk and some landing on top of the cereal,2,Logical placement,2,1 bowl of cereal with milk + 1 glass of milk + spoon + placemat + spoonful sugar,2,Realistic and identifiable,2,Realistic,2,Realistic,2,Realistic,2,Sugar correctly interacting with the bowl of cereals and milk,2,Bowl of cereal and milk on a breakfast table with spoonful of sugar sprinkled,1,Adding sugar to cereal is shown and also shows understanding and memory from the  previous prompt. Changes in scene is observed,29,30,96.6666666666667
91,Gemini 2.5 Flash,2,Gravity is followed,2,Realistic,2,Realistic,2,Realistic,2,Realistic,1,"Spoonful of sugar is sprinkled. The sugar is landing to space in the middle, forming ripples",2,Logical placement,2,1 bowl of cereal with milk + spoonful sugar,2,Realistic and identifiable,2,Realistic,1,The ripple in the middle is unrealistic,2,Realistic,1,"Sugar interacting with the bowl of cereals and milk, if not for the ripple and center being cleared of cereals",2,Bowl of cereal and milk on a breakfast table with spoonful of sugar sprinkled,1,Adding sugar to cereal is shown and also shows understanding and memory from the  previous prompt. Changes in scene is observed,26,30,86.6666666666667
